u,v,key,osmid,oneway,lanes,ref,name,highway,maxspeed,width,length,from,to,access,bridge,geometry
71484917,71562363,0,661923673,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,76.91300000000001,71484917,71562363,,,"LINESTRING (-71.747328 42.274896, -71.747195 42.274909, -71.747063 42.274922, -71.746931 42.274933, -71.746753 42.274945, -71.746575 42.274954, -71.746398 42.274964)"
71484917,1997893154,0,"[661923673, 582299599]",1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,145.667,1997893154,71484917,,,"LINESTRING (-71.749089 42.2747678, -71.7488798 42.2747896, -71.7487377 42.2748035, -71.748556 42.274805, -71.748346 42.274821, -71.748135 42.274837, -71.748064 42.274842, -71.747925 42.274852, -71.747726 42.274867, -71.7476315 42.2748736, -71.747527 42.274881, -71.747328 42.274896)"
71485186,71606940,0,971520950,0,2,,Oak Street,tertiary,30 mph,12.2,74.047,71606940,71485186,,,"LINESTRING (-71.732368 42.271165, -71.731535 42.271417)"
71485186,71536359,0,971520950,0,2,,Oak Street,tertiary,30 mph,12.2,84.392,71536359,71485186,,,"LINESTRING (-71.730589 42.27171, -71.731055 42.271559, -71.731535 42.271417)"
71485512,71594145,0,615647267,0,2,,Elderberry Circle,residential,30 mph,12.2,128.83599999999998,71594145,71485512,,,"LINESTRING (-71.7261447 42.2529053, -71.7260329 42.2528651, -71.7259676 42.2528381, -71.7259136 42.2528013, -71.7258663 42.25276, -71.7257276 42.2525957, -71.7256619 42.2525007, -71.7256175 42.2524217, -71.7255786 42.2523288, -71.7255492 42.252236, -71.7255309 42.2521431, -71.7255097 42.2519133)"
71485922,71690319,0,9414284,0,2,,Beverly Hill Drive,residential,,12.2,55.125,71690319,71485922,,,"LINESTRING (-71.726757 42.271725, -71.727318 42.271996)"
71485922,71690319,1,9414284,0,2,,Beverly Hill Drive,residential,,12.2,607.13,71690319,71485922,,,"LINESTRING (-71.726757 42.271725, -71.7261 42.271365, -71.72586 42.271266, -71.725491 42.271275, -71.725158 42.271352, -71.725004 42.271473, -71.724973 42.271686, -71.725035 42.272602, -71.725073 42.272792, -71.72515 42.272876, -71.726392 42.273232, -71.726549 42.273244, -71.72674 42.273193, -71.726852 42.273073, -71.727318 42.271996)"
71485922,71618634,0,9416366,0,2,,Beverly Hill Drive,residential,,12.2,225.53699999999998,71618634,71485922,,,"LINESTRING (-71.729792 42.272555, -71.729676 42.272624, -71.7292533 42.272632, -71.728938 42.272638, -71.728709 42.272606, -71.7285356 42.2725497, -71.728333 42.272484, -71.727318 42.271996)"
71486288,71567632,0,9414298,0,2,,South Quinsigamond Avenue,secondary,25 mph,15.2,150.07000000000002,71567632,71486288,,,"LINESTRING (-71.731989 42.254367, -71.731902 42.254452, -71.731852 42.254489, -71.731789 42.254521, -71.73165 42.254571, -71.731393 42.254643, -71.731066 42.254748, -71.730776 42.254835, -71.730593 42.254884, -71.73036 42.254923)"
71486288,71489739,0,"[9414281, 9416085]",0,"['1', '2']",,Overlook Avenue,residential,,9.1,140.304,71489739,71486288,,,"LINESTRING (-71.731875 42.255501, -71.731318 42.255275, -71.731295 42.255266, -71.73036 42.254923)"
71486288,5821530458,0,9416203,0,2,,Lake Street,secondary,,12.2,136.463,5821530458,71486288,,,"LINESTRING (-71.7298939 42.2560818, -71.7299703 42.2559625, -71.7301563 42.2556838, -71.730289 42.255465, -71.73036 42.254923)"
71486288,71726316,0,622721319,1,2,,Lake Street,secondary,,12.2,99.986,71726316,71486288,,,"LINESTRING (-71.730176 42.254037, -71.73017 42.254076, -71.730173 42.254135, -71.730179 42.254193, -71.730189 42.254254, -71.730203 42.254316, -71.730217 42.254377, -71.73023 42.254439, -71.730245 42.254501, -71.730256 42.254548, -71.73026 42.254562, -71.730274 42.254619, -71.730289 42.254675, -71.7302944 42.2546926, -71.730306 42.254731, -71.73032 42.254771, -71.730334 42.25481, -71.730346 42.25485, -71.73036 42.254923)"
71486873,6004522934,0,636800181,0,2,,Stone Avenue,residential,,9.1,186.623,6004522934,71486873,destination,,"LINESTRING (-71.7329713 42.2743355, -71.733009 42.274379, -71.733057 42.274476, -71.73315 42.274758, -71.733272 42.27512, -71.7332857 42.2751591, -71.733315 42.275243, -71.733463 42.275645, -71.7335604 42.275953)"
71486917,71649909,0,9414277,0,2,,Westmont Road,residential,,12.2,125.65899999999999,71649909,71486917,,,"LINESTRING (-71.719497 42.292733, -71.7196909 42.2928313, -71.71971 42.292841, -71.719796 42.292886, -71.719853 42.29293, -71.7198653 42.2929435, -71.720001 42.293093, -71.7200046 42.2931005, -71.7200836 42.2932653, -71.7201001 42.2932996, -71.720107 42.293314, -71.7201824 42.2935159, -71.72024 42.29367)"
71487187,71712945,0,93382789,0,2,,Grafton Street,primary,,12.2,25.023,71712945,71487187,,,"LINESTRING (-71.7121607 42.2749208, -71.7121437 42.274988, -71.7121048 42.275142)"
71487187,71560727,0,93382789,0,2,,Grafton Street,primary,,12.2,155.657,71560727,71487187,,,"LINESTRING (-71.7117149 42.2765115, -71.71174 42.2763939, -71.7118756 42.275958, -71.7119128 42.2758337, -71.7119904 42.2755749, -71.7121048 42.275142)"
71487714,71617779,0,93382794,1,2,MA 9,Boston Turnpike,trunk,45 mph,30.2,50.423,71487714,71617779,,,"LINESTRING (-71.711183 42.276871, -71.711282 42.276875, -71.711354 42.276878, -71.711427 42.276882, -71.711499 42.276885, -71.711573 42.276888, -71.711647 42.27689, -71.711721 42.276893, -71.711795 42.276895)"
71487714,71614153,0,"[466785033, 93382794, 93382811]",1,2,MA 9,Boston Turnpike,trunk,"['50 mph', '45 mph']",30.2,583.466,71614153,71487714,,yes,"LINESTRING (-71.704122 42.276703, -71.704132 42.276702, -71.704306 42.27669, -71.705012 42.276656, -71.705594 42.276621, -71.706038 42.276588, -71.70611 42.276585, -71.706183 42.276582, -71.706255 42.276579, -71.706327 42.276576, -71.706399 42.276573, -71.706471 42.27657, -71.706538 42.276569, -71.706605 42.276567, -71.706671 42.276566, -71.706737 42.276564, -71.706802 42.276564, -71.706868 42.276562, -71.70693 42.276562, -71.706992 42.276562, -71.707053 42.276563, -71.707123 42.276565, -71.707192 42.276568, -71.707262 42.27657, -71.707345 42.276572, -71.707428 42.276572, -71.707511 42.276573, -71.707541 42.276574, -71.707605 42.276576, -71.707699 42.276581, -71.707793 42.276587, -71.707846 42.276592, -71.707899 42.276597, -71.707953 42.276602, -71.708974 42.276691, -71.70984 42.276771, -71.710366 42.276818, -71.710716 42.27685, -71.710735 42.276851, -71.710806 42.276855, -71.710896 42.27686, -71.710985 42.276864, -71.711084 42.276868, -71.711183 42.276871)"
71488007,71521819,0,9415053,0,2,,Joyce Circle,residential,30 mph,12.2,279.479,71521819,71488007,,,"LINESTRING (-71.699273 42.26608, -71.698193 42.266363, -71.697387 42.266577, -71.697283 42.266607, -71.697128 42.266663, -71.69708 42.266687, -71.697039 42.266713, -71.697002 42.266741, -71.696968 42.266772, -71.696945 42.2668, -71.696883 42.266898, -71.696862 42.266939, -71.696837 42.267012, -71.696822 42.267144, -71.696826 42.267176, -71.6968419 42.2672299, -71.6968563 42.2672581, -71.6968803 42.2672868, -71.6969752 42.267379)"
71488163,71500521,0,9415098,1,1,,,motorway_link,,15.2,399.8740000000001,71500521,71488163,,,"LINESTRING (-71.750771 42.296745, -71.750639 42.296795, -71.750497 42.296838, -71.750353 42.296866, -71.750189 42.296896, -71.750077 42.296906, -71.749967 42.296916, -71.749805 42.296921, -71.749676 42.296915, -71.749538 42.296899, -71.749399 42.296874, -71.749301 42.296847, -71.749145 42.296797, -71.749026 42.296742, -71.74894 42.29668, -71.748871 42.296601, -71.748822 42.296533, -71.748792 42.296455, -71.748783 42.296352, -71.748788 42.296253, -71.748801 42.29621, -71.748813 42.296172, -71.748865 42.296091, -71.748934 42.296004, -71.749012 42.295935, -71.749109 42.295872, -71.749267 42.295801, -71.749545 42.295692, -71.7497605 42.295602, -71.7499724 42.2955207, -71.7501601 42.2954552, -71.7505732 42.2952727)"
71488736,71592508,0,9414385,0,2,,Wheeler Avenue,residential,30 mph,12.2,190.822,71592508,71488736,,,"LINESTRING (-71.749002 42.277733, -71.749338 42.279431)"
71488736,71694289,0,9416190,0,2,,Oregon Avenue,residential,,10.1,55.032,71694289,71488736,,,"LINESTRING (-71.748696 42.27957, -71.749338 42.279431)"
71488736,71507657,0,9416190,0,2,,Oregon Avenue,residential,,10.1,56.506,71507657,71488736,,,"LINESTRING (-71.749989 42.279269, -71.749338 42.279431)"
71488981,71579169,0,9414094,0,2,,Myriah Road,residential,30 mph,15.2,57.102999999999994,71579169,71488981,,,"LINESTRING (-71.7370375 42.266992, -71.736723 42.267048, -71.736536 42.2671, -71.7364066 42.2671824)"
71489006,71651076,0,9414399,0,2,,Stoney Hill Road,residential,30 mph,15.2,652.526,71651076,71489006,,,"LINESTRING (-71.7032406 42.2501283, -71.7027969 42.2500828, -71.7026432 42.2500708, -71.7024575 42.2500694, -71.7023841 42.2500727, -71.7022558 42.2500856, -71.7021417 42.2501013, -71.7019565 42.2501364, -71.7017281 42.2502057, -71.7015524 42.2502722, -71.701448 42.2503246, -71.70128 42.250421, -71.701204 42.250477, -71.701133 42.250537, -71.701037 42.250627, -71.70098 42.250686, -71.70092 42.250764, -71.70085 42.250873, -71.700808 42.250952, -71.700752 42.251084, -71.700725 42.251167, -71.7006599 42.2514596, -71.7005893 42.2518847, -71.700513 42.252312, -71.700477 42.25246, -71.700449 42.252552, -71.700396 42.252674, -71.700329 42.252792, -71.700274 42.252872, -71.7001703 42.2529909, -71.7000628 42.2530914, -71.6999719 42.2531663, -71.699883 42.2532333, -71.6997955 42.2532884, -71.6996974 42.2533413, -71.6995732 42.253398, -71.6993747 42.2534704, -71.699243 42.2535072, -71.6990976 42.2535391, -71.6989934 42.2535549, -71.6988691 42.2535674, -71.6983088 42.2536092)"
71489006,71721103,0,9414399,0,2,,Stoney Hill Road,residential,30 mph,15.2,639.0640000000002,71721103,71489006,,,"LINESTRING (-71.697088 42.256771, -71.6962664 42.2568897, -71.6961617 42.2568991, -71.69603 42.2568956, -71.6959011 42.2568755, -71.6958267 42.2568556, -71.6957326 42.2568205, -71.6956458 42.2567761, -71.6955578 42.2567151, -71.695177 42.2563953, -71.6951286 42.2563469, -71.6950748 42.2562773, -71.6950263 42.2561837, -71.6950032 42.2561053, -71.6949971 42.2560655, -71.6949959 42.2559853, -71.6950093 42.2559057, -71.6950463 42.2558093, -71.695417 42.255235, -71.6958394 42.2546279, -71.6958959 42.2545438, -71.6959764 42.2544447, -71.6960684 42.2543679, -71.6961514 42.2543116, -71.6962931 42.2542377, -71.697146 42.253819, -71.697336 42.253734, -71.6974401 42.2536959, -71.6975302 42.2536703, -71.6975826 42.2536594, -71.6976555 42.2536499, -71.6978696 42.2536332, -71.6983088 42.2536092)"
71489068,71490805,0,9416486,0,2,,Oak Street,tertiary,30 mph,12.2,8.213,71490805,71489068,,,"LINESTRING (-71.7420089 42.263523, -71.7421087 42.2635227)"
71489068,71681029,0,9415477,0,1,,Grace Avenue,residential,,6.1,120.168,71681029,71489068,,,"LINESTRING (-71.7421265 42.2624458, -71.742144 42.26251, -71.742158 42.262589, -71.742163 42.262668, -71.742162 42.262747, -71.742157 42.262826, -71.7421463 42.2629001, -71.742143 42.262923, -71.7421307 42.263015, -71.74211 42.263199, -71.7421087 42.2635227)"
71489068,71549787,0,9416486,0,2,,Oak Street,tertiary,30 mph,12.2,290.93100000000004,71549787,71489068,,,"LINESTRING (-71.745527 42.262905, -71.7439264 42.2632838, -71.7435925 42.2633614, -71.74328 42.263434, -71.7421087 42.2635227)"
71489671,71509396,2,9414605,0,,,Eastern Point Drive,residential,,,51.730000000000004,71489671,71509396,,,"LINESTRING (-71.754603 42.28552, -71.754597 42.28546, -71.754592 42.285401, -71.754572 42.285345, -71.754553 42.285315, -71.75453 42.285287, -71.754501 42.285264, -71.75448 42.285255, -71.754458 42.285249, -71.754435 42.285242, -71.754377 42.285227, -71.754318 42.285215, -71.754258 42.285202)"
71489671,71509396,3,9414605,0,,,Eastern Point Drive,residential,,,45.656,71489671,71509396,,,"LINESTRING (-71.754603 42.28552, -71.7544301 42.2853894, -71.7543141 42.2852837, -71.754258 42.285202)"
71489671,3836538703,0,9414607,0,,,Eastern Point Drive,residential,,,148.65,3836538703,71489671,,,"LINESTRING (-71.7542691 42.2864944, -71.7543616 42.2864904, -71.7544696 42.2864832, -71.7545594 42.2864621, -71.7546326 42.2864247, -71.7546922 42.2863818, -71.7547512 42.2863342, -71.7547941 42.2862905, -71.7548343 42.2862449, -71.7548692 42.2861913, -71.754896 42.2861417, -71.7549336 42.2860564, -71.7549443 42.2860087, -71.7549443 42.285971, -71.7549389 42.2859155, -71.7549094 42.2858579, -71.754725 42.285703, -71.7547 42.285677, -71.754676 42.285651, -71.754654 42.285624, -71.754634 42.28559, -71.754619 42.285555, -71.754603 42.28552)"
71489739,71679549,0,9414195,0,1,,Highland Street,residential,,7.3,112.69,71679549,71489739,,,"LINESTRING (-71.732551 42.25462, -71.732385 42.254856, -71.732125 42.255177, -71.731875 42.255501)"
71489739,71647234,0,9414281,0,2,,Overlook Avenue,residential,,9.1,75.852,71647234,71489739,,,"LINESTRING (-71.732659 42.255859, -71.732277 42.255697, -71.731875 42.255501)"
71490132,71681850,0,9414911,0,2,,Morrill Avenue,residential,,9.1,67.469,71681850,71490132,,,"LINESTRING (-71.745765 42.279384, -71.744969 42.27953)"
71490132,71703091,0,9416298,0,1,,Morrill Avenue,residential,,9.1,66.701,71703091,71490132,,,"LINESTRING (-71.744172 42.27964, -71.744503 42.279594, -71.744969 42.27953)"
71490132,6266310138,0,"[9414514, 9416530]",0,2,,Melvin Avenue,residential,,12.2,154.943,6266310138,71490132,,,"LINESTRING (-71.7454166 42.2808833, -71.745393 42.280811, -71.745357 42.280723, -71.745205 42.280232, -71.745155 42.280081, -71.744969 42.27953)"
71490132,71538600,0,9416530,0,2,,Melvin Avenue,residential,,12.2,222.053,71538600,71490132,,,"LINESTRING (-71.744369 42.277583, -71.744497 42.277999, -71.744637 42.278451, -71.744969 42.27953)"
71490731,71589944,0,9414357,0,2,,Stonybrook Lane,residential,30 mph,15.2,83.45400000000001,71589944,71490731,,,"LINESTRING (-71.707624 42.285436, -71.707401 42.285084, -71.707312 42.284978, -71.707222 42.284897, -71.707083 42.284814)"
71490731,71569939,0,9414357,0,2,,Stonybrook Lane,residential,30 mph,15.2,75.71900000000001,71569939,71490731,,,"LINESTRING (-71.7062027 42.2846635, -71.7064285 42.2846725, -71.706654 42.284685, -71.706792 42.284703, -71.706914 42.284741, -71.707083 42.284814)"
71490805,71667651,0,9416486,0,2,,Oak Street,tertiary,30 mph,12.2,123.028,71667651,71490805,,,"LINESTRING (-71.740514 42.263538, -71.7420089 42.263523)"
71491545,71526930,0,9414426,0,2,,Lupine Circle,residential,30 mph,12.2,87.917,71526930,71491545,,,"LINESTRING (-71.7038909 42.322126, -71.70357 42.322176, -71.703256 42.322218, -71.7028346 42.3222386)"
71491545,5949905918,0,630040083,0,1,,Prospect Street,residential,,11.0,65.30600000000001,5949905918,71491545,,,"LINESTRING (-71.7024807 42.321756, -71.7026698 42.321835, -71.7026983 42.3218575, -71.7027186 42.3218816, -71.7027376 42.3219193, -71.7027485 42.321957, -71.7028346 42.3222386)"
71491545,71698650,0,630040083,0,1,,Prospect Street,residential,,11.0,385.726,71698650,71491545,,,"LINESTRING (-71.7024236 42.3255679, -71.702476 42.3255334, -71.7025284 42.3254898, -71.7025706 42.3254417, -71.7025965 42.3253892, -71.7026159 42.3253231, -71.7026272 42.3252615, -71.7026426 42.3251634, -71.7026557 42.3251057, -71.7026629 42.3250811, -71.702673 42.3250466, -71.7027004 42.324974, -71.7027355 42.3248994, -71.7031074 42.324139, -71.7031402 42.3240565, -71.703166 42.3239714, -71.70319 42.3238863, -71.7032016 42.3238038, -71.703207 42.3237194, -71.7031982 42.3236349, -71.7031684 42.323466, -71.703156 42.32341, -71.7031005 42.3231585, -71.7030591 42.3229965, -71.7030219 42.3228509, -71.7028346 42.3222386)"
71491917,71566178,0,9416397,0,2,,South Street,tertiary,35 mph,11.0,34.262,71566178,71491917,,,"LINESTRING (-71.698136 42.279628, -71.698124 42.279936)"
71492767,71671103,0,9416340,0,1,,Anglin Lane,residential,,6.1,150.18800000000002,71671103,71492767,,,"LINESTRING (-71.735152 42.245574, -71.735171 42.245498, -71.735191 42.245422, -71.735211 42.245345, -71.735238 42.245262, -71.735265 42.245178, -71.735276 42.245095, -71.735269 42.245032, -71.735253 42.24497, -71.735228 42.24491, -71.735178 42.24484, -71.735114 42.244775, -71.735046 42.244711, -71.734983 42.244651, -71.734917 42.244593, -71.73485 42.244536, -71.734788 42.244485, -71.734726 42.244435, -71.734663 42.244385)"
71493056,71659414,0,9414632,0,,,Brookdale Circle,residential,,,34.456,71659414,71493056,,,"LINESTRING (-71.7003797 42.2731136, -71.7001226 42.2733582)"
71493056,71551119,0,9414632,0,,,Brookdale Circle,residential,,,130.312,71551119,71493056,,,"LINESTRING (-71.699144 42.274276, -71.699383 42.274019, -71.699517 42.273903, -71.699793 42.273693, -71.699944 42.273528, -71.7001226 42.2733582)"
71493530,71683340,0,9414355,0,2,,Camelot Drive,residential,30 mph,15.2,247.191,71683340,71493530,,,"LINESTRING (-71.6886829 42.3168543, -71.6878339 42.3161132, -71.6877339 42.3160103, -71.6876561 42.3159096, -71.6872869 42.315368, -71.6872455 42.3152975, -71.6872134 42.3152116, -71.6871925 42.3151248, -71.6871714 42.3149772)"
71493556,71603521,0,340494931,0,2,,Dartmoor Drive,residential,,16.5,11.47,71603521,71493556,,,"LINESTRING (-71.7019747 42.3138005, -71.7020507 42.313714)"
71493556,3477321546,0,9415563,1,2,,Dartmoor Drive,residential,,16.5,28.777,3477321546,71493556,,,"LINESTRING (-71.7022241 42.3134892, -71.7020507 42.313714)"
71493858,71686006,0,9414941,0,2,,Keswick Street,residential,,6.1,30.557000000000002,71686006,71493858,,,"LINESTRING (-71.701053 42.288946, -71.701277 42.28886, -71.701376 42.288811)"
71493858,71559166,0,"[9416118, 9415271]",0,"['1', '2']",,"['Keswick Street', 'Golden Hill Avenue']",residential,,"['12.2', '6.1']",210.70400000000004,71559166,71493858,,,"LINESTRING (-71.703205 42.289295, -71.702131 42.28844, -71.702127 42.288434, -71.702123 42.288428, -71.702119 42.288422, -71.702103 42.288411, -71.702083 42.288404, -71.702063 42.2884, -71.702053 42.2884, -71.702039 42.288401, -71.702015 42.288407, -71.701992 42.288415, -71.701973 42.288423, -71.701955 42.288434, -71.701937 42.288444, -71.701916 42.288459, -71.701896 42.288475, -71.701876 42.288491, -71.701397 42.2888, -71.701376 42.288811)"
71493928,71688592,0,9414925,0,2,,Wheelock Street,residential,,15.2,231.505,71688592,71493928,,,"LINESTRING (-71.721484 42.3083963, -71.7214171 42.3083997, -71.7213502 42.3083939, -71.7212474 42.3083893, -71.7211417 42.3083874, -71.7210232 42.3083905, -71.7209068 42.3084016, -71.7208195 42.3084164, -71.7207506 42.3084369, -71.7200679 42.3086534, -71.7194293 42.3088413, -71.7191868 42.308903, -71.7190039 42.3089411, -71.7189784 42.3089455, -71.7189524 42.3089481, -71.7189262 42.3089489, -71.7189 42.3089478, -71.718874 42.308945, -71.7188095 42.3089419)"
71493928,327598818,0,9415861,0,2,,Boylston Circle,residential,,9.1,149.704,327598818,71493928,,,"LINESTRING (-71.717607 42.309904, -71.717756 42.3098526, -71.717822 42.309816, -71.7180497 42.3096631, -71.7182857 42.3095461, -71.7184118 42.3094668, -71.7185003 42.3093874, -71.7185834 42.3092763, -71.7188095 42.3089419)"
71493928,71558476,0,9415861,0,2,,Boylston Circle,residential,,9.1,370.27599999999995,71558476,71493928,,,"LINESTRING (-71.718389 42.3058695, -71.718566 42.306296, -71.71868 42.306518, -71.718857 42.306811, -71.7189931 42.307016, -71.719175 42.30729, -71.719352 42.307623, -71.71941 42.307769, -71.7194364 42.3078743, -71.7194257 42.3079894, -71.7193774 42.3081203, -71.7192701 42.3083127, -71.7189482 42.3087408, -71.7188095 42.3089419)"
71494346,71724461,0,9416207,0,2,,Sword Street,residential,30 mph,12.2,79.473,71724461,71494346,,,"LINESTRING (-71.6914208 42.3210625, -71.6921054 42.3211804, -71.6921569 42.3211918, -71.6921855 42.3212002, -71.6922041 42.3212075, -71.6922215 42.3212191, -71.6923049 42.3212973)"
71494880,71696755,0,9414164,1,2,,Main Street,secondary,35 mph,18.3,31.231,71494880,71696755,,,"LINESTRING (-71.750481 42.29434, -71.750405 42.294255, -71.7502696 42.2941067)"
71494880,3480010516,0,9414164,1,2,,Main Street,secondary,35 mph,18.3,239.06,3480010516,71494880,,,"LINESTRING (-71.7519492 42.2961952, -71.751751 42.295936, -71.751427 42.295526, -71.751312 42.29538, -71.751156 42.295182, -71.751054 42.295052, -71.75092 42.294881, -71.750817 42.29475, -71.75073 42.294639, -71.75056 42.294428, -71.750481 42.29434)"
71495630,71588225,0,9414419,0,2,,Colonial Drive,residential,,12.2,108.61699999999999,71588225,71495630,,,"LINESTRING (-71.7028488 42.3272482, -71.7029681 42.3272103, -71.7030096 42.3272019, -71.7030518 42.3271957, -71.7030881 42.3271945, -71.703125 42.3271946, -71.7031611 42.3271975, -71.7031973 42.327202, -71.7041248 42.3273825)"
71495630,71644412,0,9415684,0,2,,Bridle Path,residential,30 mph,15.2,317.354,71644412,71495630,,,"LINESTRING (-71.7012487 42.3289908, -71.701312 42.3289822, -71.7013753 42.3289719, -71.7014537 42.3289564, -71.7015322 42.3289374, -71.7016083 42.3289168, -71.7016821 42.3288944, -71.703529 42.3282349, -71.7036016 42.3282052, -71.7036742 42.3281709, -71.7037407 42.328131, -71.7037979 42.3280887, -71.7038536 42.3280402, -71.7039 42.3279826, -71.7039341 42.3279239, -71.703959 42.3278629, -71.7041248 42.3273825)"
71495781,71650945,0,9416437,0,2,,Orchard Road,residential,,12.2,242.368,71650945,71495781,,,"LINESTRING (-71.72513 42.285262, -71.724686 42.285388, -71.723357 42.285829, -71.722431 42.286135)"
71496068,71589944,0,9414328,0,2,,Woodchuck Hill Road,residential,30 mph,12.2,205.492,71589944,71496068,,,"LINESTRING (-71.707624 42.285436, -71.707365 42.285535, -71.707119 42.285639, -71.706951 42.285744, -71.706801 42.285876, -71.706714 42.285994, -71.70665 42.286122, -71.7065995 42.286304, -71.7064709 42.2869277)"
71496068,71669617,0,9415348,0,2,,Old Brook Road,residential,,15.2,288.033,71669617,71496068,,,"LINESTRING (-71.703072 42.286821, -71.7032292 42.2867982, -71.7033434 42.2867869, -71.7034501 42.2867844, -71.7035413 42.2867878, -71.7036378 42.2867965, -71.7037304 42.2868051, -71.7038323 42.2868188, -71.7039224 42.2868368, -71.7040154 42.2868569, -71.7040987 42.2868799, -71.7041746 42.2869044, -71.7042525 42.2869318, -71.7044432 42.2870101, -71.704546 42.2870466, -71.7046326 42.2870704, -71.704737 42.2870837, -71.7048507 42.2870856, -71.7049586 42.28708, -71.7050664 42.2870686, -71.706202 42.2869201, -71.7062911 42.2869121, -71.7063801 42.2869151, -71.7064709 42.2869277)"
71496068,71598657,0,9415348,0,2,,Old Brook Road,residential,,15.2,55.537000000000006,71598657,71496068,,,"LINESTRING (-71.7071199 42.2870557, -71.7070198 42.2870526, -71.7069335 42.2870387, -71.7068648 42.2870262, -71.7066914 42.2869863, -71.7064709 42.2869277)"
71496146,71718438,0,9415625,0,2,,Tavern Street,residential,,,170.469,71718438,71496146,,,"LINESTRING (-71.714948 42.281051, -71.71497 42.281037, -71.714994 42.281024, -71.715033 42.281012, -71.715076 42.281004, -71.715119 42.280998, -71.715147 42.280996, -71.715175 42.280994, -71.715204 42.280993, -71.716989 42.281151)"
71496146,71601843,0,451741573,0,2,,Lake Street,tertiary,,12.2,160.51,71601843,71496146,,,"LINESTRING (-71.716075 42.282425, -71.716243 42.282157, -71.716493 42.281856, -71.716989 42.281151)"
71496146,71663409,0,451741573,0,2,,Lake Street,tertiary,,12.2,160.87599999999998,71663409,71496146,,,"LINESTRING (-71.717835 42.279847, -71.717443 42.280415, -71.716989 42.281151)"
71496380,71662816,0,9415731,0,2,,Honeysuckle Lane,residential,,15.2,92.104,71662816,71496380,,,"LINESTRING (-71.691524 42.284336, -71.690962 42.283843, -71.690886 42.283798, -71.690739 42.283774)"
71496380,71689445,0,9416357,0,2,,Bumble Bee Circle,residential,,15.2,140.09199999999998,71689445,71496380,,,"LINESTRING (-71.689055 42.283588, -71.690179 42.283723, -71.690739 42.283774)"
71496949,71594732,0,9416152,0,2,,Moulton Avenue,residential,30 mph,12.2,23.859,71594732,71496949,,,"LINESTRING (-71.741987 42.280816, -71.742277 42.280814)"
71496949,71723790,0,9415799,0,2,,Harrington Avenue,secondary,,12.2,24.561999999999998,71723790,71496949,,,"LINESTRING (-71.742351 42.2806, -71.742327 42.280671, -71.742302 42.280743, -71.742277 42.280814)"
71496949,71545250,0,9415799,0,2,,Harrington Avenue,secondary,,12.2,37.916,71545250,71496949,,,"LINESTRING (-71.742161 42.281144, -71.742201 42.281034, -71.742239 42.280924, -71.742277 42.280814)"
71497043,71551119,0,9414899,0,,,Brookdale Circle,residential,,,36.401,71551119,71497043,,,"LINESTRING (-71.699144 42.274276, -71.699509 42.274461)"
71497043,71588140,0,611211893,0,,,Brookdale Circle,residential,,,28.081,71588140,71497043,,,"LINESTRING (-71.699804 42.274588, -71.699509 42.274461)"
71497179,327937696,0,332472696,0,3,,Main Street,secondary,30 mph,15.2,6.749,327937696,71497179,,,"LINESTRING (-71.7158542 42.2960949, -71.7157967 42.2961382)"
71497542,71525214,0,9414086,0,2,,Harvest Road,residential,30 mph,15.2,169.522,71525214,71497542,,,"LINESTRING (-71.6977338 42.2716551, -71.6975643 42.2715281, -71.697472 42.2714525, -71.6974062 42.2713919, -71.6973202 42.2712909, -71.6972471 42.2711882, -71.6972128 42.2711246, -71.6971458 42.2709817, -71.6970917 42.2708161, -71.6970876 42.270775, -71.697091 42.270615, -71.697103 42.270534, -71.69719 42.270284)"
71497542,71694135,0,9416351,0,2,,Thomas Farm Circle,residential,30 mph,15.2,417.662,71694135,71497542,,,"LINESTRING (-71.699142 42.267997, -71.698841 42.268077, -71.698695 42.26811, -71.69797 42.268281, -71.69722 42.268454, -71.697171 42.268468, -71.697122 42.268486, -71.696891 42.268586, -71.696794 42.268636, -71.696682 42.268715, -71.696652 42.268743, -71.6966 42.268806, -71.696553 42.268876, -71.696511 42.268954, -71.696464 42.269071, -71.696447 42.269151, -71.696444 42.269261, -71.696461 42.269369, -71.696472 42.269405, -71.696531 42.269533, -71.696608 42.269666, -71.696666 42.269759, -71.69679 42.26998, -71.69682 42.270022, -71.696882 42.270084, -71.697019 42.270198, -71.697098 42.270245, -71.69719 42.270284)"
71497542,71597136,0,9416351,0,2,,Thomas Farm Circle,residential,30 mph,15.2,104.06299999999999,71597136,71497542,,,"LINESTRING (-71.698341 42.270099, -71.698308 42.270132, -71.698273 42.270156, -71.698193 42.270199, -71.698095 42.270246, -71.697958 42.270304, -71.697913 42.270319, -71.697829 42.270338, -71.697735 42.270347, -71.69752 42.270342, -71.697408 42.270332, -71.697295 42.270314, -71.69719 42.270284)"
71497786,71560138,0,9414664,0,2,,Niblick Road,residential,30 mph,12.2,54.28099999999999,71560138,71497786,,,"LINESTRING (-71.689171 42.310701, -71.689475 42.310883, -71.6896755 42.3110156)"
